15028,乐园遗落之花,元素精通提高80点 。,装备者绽放、超绽放、烈绽放反应造成的伤害提升40%。此外，装备者触发绽放、超绽放、烈绽放后，上述效果带来的加成提升25%。效果持续10秒，至多叠加4次，每1秒至多触发一次。装备者处于队伍后台时依然能触发该效果。,5,4,精通，增伤
14001,冰风迷途的勇士,获得15%冰元素伤害加成。,攻击处于冰元素影响下的敌人时，暴击率提高20%；若敌人处于冻结状态下，则暴击率额外提高20%。,5,4,增伤
14002,平息鸣雷的尊者,雷元素抗性提高40%。,对处于雷元素影响下的敌人造成的伤害提升35%。,5,4,抗性，增伤
14003,渡过烈火的贤人,火元素抗性提高40%。,对处于火元素影响下的敌人造成的伤害提升35%。,5,4,抗性，增伤
14004,被怜爱的少女,角色造成的治疗效果提升15%。,施放元素战技或元素爆发后的10秒内，队伍中所有角色受治疗效果加成提高20%。,5,4,治疗
10001,行者之心,攻击力提高18%。,重击的暴击率提高30%。,4,3,攻击
10002,勇士之心,攻击力提高18%。,对生命值高于50%的敌人，造成的伤害增加30%。,4,3,攻击，增伤
10003,守护之心,防御力提高30%。,队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。,4,3,防御，抗性
10004,奇迹,所有元素抗性提高20%。,受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。,4,3,抗性
10005,战狂,暴击率提高12%。,生命值低于70%时，暴击率额外提高24%。,4,2,增伤
10006,武人,普通攻击与重击造成的伤害提高15%。,施放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。,4,3,增伤
10007,教官,元素精通提高80点。,触发元素反应后。队伍中所有角色元素精通提高120点，持续8秒。,4,3,精通
10008,赌徒,元素战技造成的伤害提升20%,击败敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。,4,3,增伤
10009,流放者,元素充能效率提高20%,施放元素爆发后，每2秒为队伍中所有角色（不包括自己）恢复2点元素能量。该效果持续6秒，无法叠加,4,3,充能
10012,学士,元素充能效率提高20%。,获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。,4,2,充能
10013,游医,角色受到的治疗效果提高20%。,施放元素爆发时，恢复20%生命值。,3,1,治疗
10010,冒险家,生命值上限提升1000点。,开启各类宝箱后5秒内，持续恢复30%生命值。,3,1,生命
10011,幸运儿,防御力提高100点。,拾取摩拉时，恢复300点生命值。,3,1,防御
15029,水仙之梦,获得15水元素伤害加成,普通攻击、重击、下落攻击、元素战技或元素爆发命中敌人后，将产生1层持续8秒的「镜中水仙」效果。处于1/2/3层及以上「镜中水仙」效果下时，攻击力将提高7%/16%/25%，水元素伤害加成提升4%/9%/15%。由普通攻击、重击、下落攻击、元素战技或元素爆发产生的「镜中水仙」将分别独立存在。,5,4,攻击，增伤
15030,花海甘露之光,生命值提升20%。,元素战技与元素爆发造成的伤害提升10%；装备者受到伤害后的5秒内，上述伤害提升效果提高80%，该提高效果至多叠加5层，每层持续时间独立计算，处于队伍后台时依然能触发该效果。,5,4,技能增伤
