水晶块,https://patchwiki.biligame.com/images/ys/thumb/6/69/f8bwgkyey57q4dcyedckgwf3njf3j3g.png/90px-%E6%B0%B4%E6%99%B6%E5%9D%97.png
精锻用魔矿,https://patchwiki.biligame.com/images/ys/thumb/5/58/iip4qyzbzacho0x969s2jy6kjgol24x.png/90px-%E7%B2%BE%E9%94%BB%E7%94%A8%E9%AD%94%E7%9F%BF.png
捕风瓶,https://patchwiki.biligame.com/images/ys/thumb/9/90/mkalpp2ho17wwz3v1pjkh2zfo7zn78u.png/90px-%E6%8D%95%E9%A3%8E%E7%93%B6.png
岩神瞳共鸣石,https://patchwiki.biligame.com/images/ys/thumb/7/79/b6x2u29afl3yc5zto95rnap0inurmea.png/90px-%E5%B2%A9%E7%A5%9E%E7%9E%B3%E5%85%B1%E9%B8%A3%E7%9F%B3.png
风神瞳共鸣石,https://patchwiki.biligame.com/images/ys/thumb/0/04/5wd4271bnl1mmyjqpugpvwuv61tp34p.png/90px-%E9%A3%8E%E7%A5%9E%E7%9E%B3%E5%85%B1%E9%B8%A3%E7%9F%B3.png
口袋锚点,https://patchwiki.biligame.com/images/ys/thumb/c/c1/6thsa0oxlbm2m4jefbrmt647xi0ynex.png/90px-%E5%8F%A3%E8%A2%8B%E9%94%9A%E7%82%B9.png.jpeg
风之寻宝罗盘,https://patchwiki.biligame.com/images/ys/thumb/3/30/14zmgczy21n0owvaterxpvd4hkshthf.png/90px-%E9%A3%8E%E4%B9%8B%E5%AF%BB%E5%AE%9D%E7%BD%97%E7%9B%98.png.jpeg
岩之寻宝罗盘,https://patchwiki.biligame.com/images/ys/thumb/1/13/tckbh34ctkgalhgjud52egyol506fza.png/90px-%E5%B2%A9%E4%B9%8B%E5%AF%BB%E5%AE%9D%E7%BD%97%E7%9B%98.png
雷之寻宝罗盘,https://patchwiki.biligame.com/images/ys/thumb/9/92/5ypw8skrq5cbs9u82etylx7030l68ra.png/90px-%E9%9B%B7%E4%B9%8B%E5%AF%BB%E5%AE%9D%E7%BD%97%E7%9B%98.png
竹节,https://patchwiki.biligame.com/images/ys/thumb/4/4e/7nvul4esp65x9nwmpvqinfyjpla8riy.png/90px-%E7%AB%B9%E8%8A%82.png
紫晶块,https://patchwiki.biligame.com/images/ys/thumb/d/d7/08hu1ueevog7522hp9qjrx7zsloyhks.png/90px-%E7%B4%AB%E6%99%B6%E5%9D%97.png
精锻用魔矿,https://patchwiki.biligame.com/images/ys/thumb/5/58/iip4qyzbzacho0x969s2jy6kjgol24x.png/90px-%E7%B2%BE%E9%94%BB%E7%94%A8%E9%AD%94%E7%9F%BF.png
雷神瞳共鸣石,https://patchwiki.biligame.com/images/ys/thumb/b/b4/tt7abxqgj93fvfd1hgl6yotan2n7tmj.png/90px-%E9%9B%B7%E7%A5%9E%E7%9E%B3%E5%85%B1%E9%B8%A3%E7%9F%B3.png
神秘的肉加工产物,https://patchwiki.biligame.com/images/ys/thumb/c/c6/gmr5jqbxxysz0vtv44cbq0miol7rr19.png/90px-%E7%A5%9E%E7%A7%98%E7%9A%84%E8%82%89%E5%8A%A0%E5%B7%A5%E4%BA%A7%E7%89%A9.png
松果,https://patchwiki.biligame.com/images/ys/thumb/2/22/mthbry56mjpltm1p1gs6y7xg1wa63yz.png/90px-%E6%9D%BE%E6%9E%9C.png
月莲,https://patchwiki.biligame.com/images/ys/thumb/4/40/819bpl8r5vzz2eqdx1nsytrwkvitjs6.png/90px-%E6%9C%88%E8%8E%B2.png
草神瞳共鸣石,https://patchwiki.biligame.com/images/ys/thumb/2/2c/a751rgljuizqgfarulhsmmnfz7h2swr.png/90px-%E8%8D%89%E7%A5%9E%E7%9E%B3%E5%85%B1%E9%B8%A3%E7%9F%B3.png
火腿,https://patchwiki.biligame.com/images/ys/thumb/6/60/asmajgte9qs3xgk4f58fwjzilev7uti.png/90px-%E7%81%AB%E8%85%BF.png
苹果,https://patchwiki.biligame.com/images/ys/thumb/d/dd/pgcxmvdzp9u4qwrlee256h4vmwa0zuc.png/90px-%E8%8B%B9%E6%9E%9C.png
活化的星蕈,https://patchwiki.biligame.com/images/ys/thumb/4/4a/4rsjkc96324qq18n6y2363r6v6llo7r.png/90px-%E6%B4%BB%E5%8C%96%E7%9A%84%E6%98%9F%E8%95%88.png
白萝卜,https://patchwiki.biligame.com/images/ys/thumb/6/65/rf6g9m6hyzx74jb709y49qmttq1amck.png/90px-%E7%99%BD%E8%90%9D%E5%8D%9C.png
「塞西莉亚花」的种子,https://patchwiki.biligame.com/images/ys/thumb/5/50/4trxqaf0jtibd5uqy02otq8pkp3ngct.png/90px-%E3%80%8C%E5%A1%9E%E8%A5%BF%E8%8E%89%E4%BA%9A%E8%8A%B1%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
星螺,https://patchwiki.biligame.com/images/ys/thumb/5/53/42isaitty9g8baqenbn2ur1z8evrxgi.png/90px-%E6%98%9F%E8%9E%BA.png
天云草实,https://patchwiki.biligame.com/images/ys/thumb/1/14/pqn0jrm15ius894r7xug57q4y6ma02w.png/90px-%E5%A4%A9%E4%BA%91%E8%8D%89%E5%AE%9E.png
胡萝卜,https://patchwiki.biligame.com/images/ys/thumb/7/74/j6ir58t2t7kpc3gxizbdbm0q086p1j9.png/90px-%E8%83%A1%E8%90%9D%E5%8D%9C.png
红色染料,https://patchwiki.biligame.com/images/ys/thumb/7/71/o2z4bs9lo2xpjfkwt1d6n2ln9s1zfdr.png/90px-%E7%BA%A2%E8%89%B2%E6%9F%93%E6%96%99.png
珊瑚真珠,https://patchwiki.biligame.com/images/ys/thumb/e/e4/hb2a53ob7i71muenzgcjcurbh9szzjd.png/90px-%E7%8F%8A%E7%91%9A%E7%9C%9F%E7%8F%A0.png
豆腐,https://patchwiki.biligame.com/images/ys/thumb/6/61/t39bl0k441wgm0chh4nrbgozdx6w134.png/90px-%E8%B1%86%E8%85%90.png
番茄,https://patchwiki.biligame.com/images/ys/thumb/3/31/qd2m0gyw938wtdb8bzryjkjzevdy2mv.png/90px-%E7%95%AA%E8%8C%84.png
「落落莓」的种子,https://patchwiki.biligame.com/images/ys/thumb/a/a2/659q6k9htbvamwo9lywt0l8p69rltwo.png/90px-%E3%80%8C%E8%90%BD%E8%90%BD%E8%8E%93%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
圣金虫,https://patchwiki.biligame.com/images/ys/thumb/2/29/rabrfl6wg7gddcmu10fhp4443hqjktf.png/90px-%E5%9C%A3%E9%87%91%E8%99%AB.png
钩钩果,https://patchwiki.biligame.com/images/ys/thumb/b/bd/nfjliiuj0e0qezkt4l36rltu2ayy3z2.png/90px-%E9%92%A9%E9%92%A9%E6%9E%9C.png
钩钩果路线1,https://patchwiki.biligame.com/images/ys/thumb/0/0a/1fv3uwdh3guz9bw4jm6cwnerqptid2d.png/590px-%E9%92%A9%E9%92%A9%E6%9E%9C%E8%B7%AF%E7%BA%BF1.png
蓝色染料,https://patchwiki.biligame.com/images/ys/thumb/5/5a/6zyct709pmsxwtpk65e15g0goxkhfv1.png/90px-%E8%93%9D%E8%89%B2%E6%9F%93%E6%96%99.png
御伽木,https://patchwiki.biligame.com/images/ys/thumb/4/4a/1v9m98xu2udt3idri0hs98pb0mkqv2u.png/90px-%E5%BE%A1%E4%BC%BD%E6%9C%A8.png
青蛙,https://patchwiki.biligame.com/images/ys/thumb/f/fa/iq6v2goqmos1zd3m44cjqz8nbli6rsg.png/90px-%E9%9D%92%E8%9B%99.png
磐石精油,https://patchwiki.biligame.com/images/ys/thumb/c/cd/fsp03eacdqvse2cwnoi33jqdkdud7z1.png/90px-%E7%A3%90%E7%9F%B3%E7%B2%BE%E6%B2%B9.png
惊雷精油,https://patchwiki.biligame.com/images/ys/thumb/f/f0/o40nlsefpu7tu5k8f1g6sj50ougr1q9.png/90px-%E6%83%8A%E9%9B%B7%E7%B2%BE%E6%B2%B9.png
激流精油,https://patchwiki.biligame.com/images/ys/thumb/f/f1/tsyczvheeriij5gky6swgckr7q7wmv5.png/90px-%E6%BF%80%E6%B5%81%E7%B2%BE%E6%B2%B9.png
烈火精油,https://patchwiki.biligame.com/images/ys/thumb/a/ad/ar9escutow15fdgou474ew2gkd55hge.png/90px-%E7%83%88%E7%81%AB%E7%B2%BE%E6%B2%B9.png
夜泊石,https://patchwiki.biligame.com/images/ys/thumb/a/a4/jkou9q2vctetyllvil8wzbbvuk492o8.png/90px-%E5%A4%9C%E6%B3%8A%E7%9F%B3.png
香辛果,https://patchwiki.biligame.com/images/ys/thumb/8/87/gd9887o22x8ccpv5bfffe58gzv9fx2o.png/90px-%E9%A6%99%E8%BE%9B%E6%9E%9C.png
香辛料,https://patchwiki.biligame.com/images/ys/thumb/7/7f/2gn1wfh9t1cr9pw3ohecgafnsan2nb1.png/90px-%E9%A6%99%E8%BE%9B%E6%96%99.png
甘露饵,https://patchwiki.biligame.com/images/ys/thumb/2/2a/jcoi1vn5btqim6l6jgbw816nnlm0e44.png/90px-%E7%94%98%E9%9C%B2%E9%A5%B5.png
卷心菜,https://patchwiki.biligame.com/images/ys/thumb/0/05/5zvptp91xswk6nciiz3ilma7e4ba1je.png/90px-%E5%8D%B7%E5%BF%83%E8%8F%9C.png
「金鱼草」的种子,https://patchwiki.biligame.com/images/ys/thumb/5/5d/juh27hxodssqezhcg9rer77x21dy3bt.png/90px-%E3%80%8C%E9%87%91%E9%B1%BC%E8%8D%89%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
蕈兽孢子,https://patchwiki.biligame.com/images/ys/thumb/6/6f/658cg5qllun8rj81d1neru2tdsy3395.png/90px-%E8%95%88%E5%85%BD%E5%AD%A2%E5%AD%90.png
荧光孢粉,https://patchwiki.biligame.com/images/ys/thumb/8/8c/8730aevbrw6ryluiyg6nn50wm0asfmb.png/90px-%E8%8D%A7%E5%85%89%E5%AD%A2%E7%B2%89.png
枣椰,https://patchwiki.biligame.com/images/ys/thumb/9/9a/ao3iuuelv1z5yskc6fj9fcfqvruzno0.png/90px-%E6%9E%A3%E6%A4%B0.png
落落莓,https://patchwiki.biligame.com/images/ys/thumb/1/18/s7wq2fo25gt8ly7ovjdsi5587wqhdru.png/90px-%E8%90%BD%E8%90%BD%E8%8E%93.png
红色染料,https://patchwiki.biligame.com/images/ys/thumb/7/71/o2z4bs9lo2xpjfkwt1d6n2ln9s1zfdr.png/90px-%E7%BA%A2%E8%89%B2%E6%9F%93%E6%96%99.png
「鸣草」的种子,https://patchwiki.biligame.com/images/ys/thumb/f/fd/rief5qherha8dxhsvxfke2kghymyujq.png/90px-%E3%80%8C%E9%B8%A3%E8%8D%89%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
马尾,https://patchwiki.biligame.com/images/ys/thumb/f/f8/09k0kzooc4qceeif9xa9cf5rznkveq5.png/90px-%E9%A9%AC%E5%B0%BE.png
飞蝇假饵,https://patchwiki.biligame.com/images/ys/thumb/4/4a/apnqdoaqr5dz3ppmykgfbbauixcn4c3.png/90px-%E9%A3%9E%E8%9D%87%E5%81%87%E9%A5%B5.png
松木,https://patchwiki.biligame.com/images/ys/thumb/d/d0/1xvmvc8zysdpu4ux0o4cfchf1tk8ta1.png/90px-%E6%9D%BE%E6%9C%A8.png
海草,https://patchwiki.biligame.com/images/ys/thumb/d/d3/m1rn7joznrdkkksbip9wtgsgyf1fh0m.png/90px-%E6%B5%B7%E8%8D%89.png
浮游干核,https://patchwiki.biligame.com/images/ys/thumb/6/6a/kmi0faiyvn9f8b2s16ebohuz87bhor5.png/90px-%E6%B5%AE%E6%B8%B8%E5%B9%B2%E6%A0%B8.png
浮游幽核,https://patchwiki.biligame.com/images/ys/thumb/3/30/7xn255tqblbhe7jlvc2w5sl6q3tf7rg.png/90px-%E6%B5%AE%E6%B8%B8%E5%B9%BD%E6%A0%B8.png
牢固的箭簇,https://patchwiki.biligame.com/images/ys/thumb/6/61/ntk33iinzi59ecopm6qapb32ctvqbno.png/90px-%E7%89%A2%E5%9B%BA%E7%9A%84%E7%AE%AD%E7%B0%87.png
锐利的箭簇,https://patchwiki.biligame.com/images/ys/thumb/5/57/15x7seiw7hbdjlav9jfuxnri779k4sf.png/90px-%E9%94%90%E5%88%A9%E7%9A%84%E7%AE%AD%E7%B0%87.png
土豆,https://patchwiki.biligame.com/images/ys/thumb/4/49/t46z0wzsxbi019f8mm0h2922r0pnz77.png/90px-%E5%9C%9F%E8%B1%86.png
秃秃豆,https://patchwiki.biligame.com/images/ys/thumb/c/cf/an08739yy1sgraq41uihmar3ywy58aa.png/90px-%E7%A7%83%E7%A7%83%E8%B1%86.png
培根,https://patchwiki.biligame.com/images/ys/thumb/8/8f/451kbsqcx1to2b58e0ggtm3ymkbycop.png/90px-%E5%9F%B9%E6%A0%B9.png
日落果,https://patchwiki.biligame.com/images/ys/thumb/2/2b/gf06b2y6lryf7tbqans1uf1rk93phg1.png/90px-%E6%97%A5%E8%90%BD%E6%9E%9C.png
果酱,https://patchwiki.biligame.com/images/ys/thumb/9/95/760o0wwpz64r9easu0kqxz8zfiroag3.png/90px-%E6%9E%9C%E9%85%B1.png
红色染料,https://patchwiki.biligame.com/images/ys/thumb/7/71/o2z4bs9lo2xpjfkwt1d6n2ln9s1zfdr.png/90px-%E7%BA%A2%E8%89%B2%E6%9F%93%E6%96%99.png
果酿饵,https://patchwiki.biligame.com/images/ys/thumb/0/08/6ea5yp12kxxwmgcxlggjk1q0ek5az8e.png/90px-%E6%9E%9C%E9%85%BF%E9%A5%B5.png
晶化骨髓,https://patchwiki.biligame.com/images/ys/thumb/1/1b/sp69r42kjovv9ra4983s8h2o6ip93mi.png/90px-%E6%99%B6%E5%8C%96%E9%AA%A8%E9%AB%93.png
螃蟹,https://patchwiki.biligame.com/images/ys/thumb/b/b5/g090pxwr2ce598zbr8wromn5hknk5lo.png/90px-%E8%9E%83%E8%9F%B9.png
蟹黄,https://patchwiki.biligame.com/images/ys/thumb/5/55/sbwjqny17vs04xizl56i7rdrb33dr6i.png/90px-%E8%9F%B9%E9%BB%84.png
「清心」的种子,https://patchwiki.biligame.com/images/ys/thumb/c/c3/ckyhiie6gvxoiu6afc41n89zelfsyr9.png/90px-%E3%80%8C%E6%B8%85%E5%BF%83%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
树王圣体菇,https://patchwiki.biligame.com/images/ys/thumb/d/d3/40eb4790pxug9a1ajc32jq8js38wu1e.png/90px-%E6%A0%91%E7%8E%8B%E5%9C%A3%E4%BD%93%E8%8F%87.png
草神瞳共鸣石,https://patchwiki.biligame.com/images/ys/thumb/2/2c/a751rgljuizqgfarulhsmmnfz7h2swr.png/90px-%E8%8D%89%E7%A5%9E%E7%9E%B3%E5%85%B1%E9%B8%A3%E7%9F%B3.png
桦木,https://patchwiki.biligame.com/images/ys/thumb/9/96/2pnooxka4uvayj26qs7lwx9qaxj0rxx.png/90px-%E6%A1%A6%E6%9C%A8.png
海灵芝,https://patchwiki.biligame.com/images/ys/thumb/4/4a/imaov5i9nw916id2b2a5ndbvaf5fev7.png/90px-%E6%B5%B7%E7%81%B5%E8%8A%9D.png
松茸,https://patchwiki.biligame.com/images/ys/thumb/0/03/r6dpi7sa7irfi14ecd75zooanx88wbg.png/90px-%E6%9D%BE%E8%8C%B8.png
莲蓬,https://patchwiki.biligame.com/images/ys/thumb/6/62/snrxmtnlzpfepdnmyj14ulgffgudm6c.png/90px-%E8%8E%B2%E8%93%AC.png
防潮药剂,https://patchwiki.biligame.com/images/ys/thumb/1/11/3w8b7it6iuc43jb3l7gbnkjfpr8wqgu.png/90px-%E9%98%B2%E6%BD%AE%E8%8D%AF%E5%89%82.png
激流精油,https://patchwiki.biligame.com/images/ys/thumb/f/f1/tsyczvheeriij5gky6swgckr7q7wmv5.png/90px-%E6%BF%80%E6%B5%81%E7%B2%BE%E6%B2%B9.png
香辛料,https://patchwiki.biligame.com/images/ys/thumb/7/7f/2gn1wfh9t1cr9pw3ohecgafnsan2nb1.png/90px-%E9%A6%99%E8%BE%9B%E6%96%99.png
洋葱,https://patchwiki.biligame.com/images/ys/thumb/f/f2/hk5q1a4yvyts3ammy4w2wbnde4u3c7z.png/90px-%E6%B4%8B%E8%91%B1.png
「小灯草」的种子,https://patchwiki.biligame.com/images/ys/thumb/1/19/6n3jkyemdff5ifvjsw29sph7ahez3yi.png/90px-%E3%80%8C%E5%B0%8F%E7%81%AF%E8%8D%89%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
赤念果,https://patchwiki.biligame.com/images/ys/thumb/c/c0/r1hu99arr36an108p6xjr7682fbk9fg.png/90px-%E8%B5%A4%E5%BF%B5%E6%9E%9C.png
风车菊,https://patchwiki.biligame.com/images/ys/thumb/3/3b/3h8ztz8pyfy2jiqg7t4a2ynvgh030r4.png/90px-%E9%A3%8E%E8%BD%A6%E8%8F%8A.png
捕风瓶,https://patchwiki.biligame.com/images/ys/thumb/9/90/mkalpp2ho17wwz3v1pjkh2zfo7zn78u.png/90px-%E6%8D%95%E9%A3%8E%E7%93%B6.png
旅行者头像,https://patchwiki.biligame.com/images/ys/thumb/c/cd/5for6v8dfca0j33mfutmjwmdnvi774u.png/90px-%E6%97%85%E8%A1%8C%E8%80%85%E5%A4%B4%E5%83%8F.png
布匹,https://patchwiki.biligame.com/images/ys/thumb/5/54/t8nt8y24ifrloiya08f4gkjsvm14b43.png/90px-%E5%B8%83%E5%8C%B9.png
梦见木,https://patchwiki.biligame.com/images/ys/thumb/b/b9/hfpfzwwmdcs54c5gjur838vz5awx2ls.png/90px-%E6%A2%A6%E8%A7%81%E6%9C%A8.png
发光髓,https://patchwiki.biligame.com/images/ys/thumb/1/1d/b7tacakjzbi24sqgven8u54fulfvay2.png/90px-%E5%8F%91%E5%85%89%E9%AB%93.png
口袋锚点,https://patchwiki.biligame.com/images/ys/thumb/c/c1/6thsa0oxlbm2m4jefbrmt647xi0ynex.png/90px-%E5%8F%A3%E8%A2%8B%E9%94%9A%E7%82%B9.png.jpeg
「梦里花·星槿」的花种,https://patchwiki.biligame.com/images/ys/thumb/c/cc/dg0km4mx0myid3fql3cld7wx1y9vv20.png/90px-%E3%80%8C%E6%A2%A6%E9%87%8C%E8%8A%B1%C2%B7%E6%98%9F%E6%A7%BF%E3%80%8D%E7%9A%84%E8%8A%B1%E7%A7%8D.png
面粉,https://patchwiki.biligame.com/images/ys/thumb/9/99/93qzbvr3u7dd4hb26jyt2imedd9o2n4.png/90px-%E9%9D%A2%E7%B2%89.png
「白萝卜」的种子,https://patchwiki.biligame.com/images/ys/thumb/7/70/jkswl9s4q6un8wtv30att90kqj0ydtt.png/90px-%E3%80%8C%E7%99%BD%E8%90%9D%E5%8D%9C%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
「香辛果」的种子,https://patchwiki.biligame.com/images/ys/thumb/6/65/d4mogbfcz3b1r4k0a0b6ngqkbk0rfep.png/90px-%E3%80%8C%E9%A6%99%E8%BE%9B%E6%9E%9C%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
「蘑菇」的孢子,https://patchwiki.biligame.com/images/ys/thumb/f/f1/2x43owhrp7lzywewy67731gci2x07fg.png/90px-%E3%80%8C%E8%98%91%E8%8F%87%E3%80%8D%E7%9A%84%E5%AD%A2%E5%AD%90.png
冰雾花花朵,https://patchwiki.biligame.com/images/ys/thumb/3/38/81y6jy7dr9jz3y31hdai69982987f8c.png/90px-%E5%86%B0%E9%9B%BE%E8%8A%B1%E8%8A%B1%E6%9C%B5.png
霜劫精油,https://patchwiki.biligame.com/images/ys/thumb/9/9c/ll4i1ry3w96uk2674f5z3oer97qjhma.png/90px-%E9%9C%9C%E5%8A%AB%E7%B2%BE%E6%B2%B9.png
耐寒药剂,https://patchwiki.biligame.com/images/ys/thumb/1/14/fpe3do5cy84mk3w4o4nsyxf6vsknnwk.png/90px-%E8%80%90%E5%AF%92%E8%8D%AF%E5%89%82.png
萃华木,https://patchwiki.biligame.com/images/ys/thumb/c/ca/rzb2ugbsetv56xze0qim0bx3im09003.png/90px-%E8%90%83%E5%8D%8E%E6%9C%A8.png
堇瓜,https://patchwiki.biligame.com/images/ys/thumb/8/87/24afr0mvpgdqsap4as9w9vub4tmdpnd.png/90px-%E5%A0%87%E7%93%9C.png
咖啡豆,https://patchwiki.biligame.com/images/ys/thumb/b/bb/2lpej1yc5wmk27dys7jyz3iy8pgqvwv.png/90px-%E5%92%96%E5%95%A1%E8%B1%86.png
果酱,https://patchwiki.biligame.com/images/ys/thumb/9/95/760o0wwpz64r9easu0kqxz8zfiroag3.png/90px-%E6%9E%9C%E9%85%B1.png
劫波莲,https://patchwiki.biligame.com/images/ys/thumb/1/17/0rr5v63m6tpugu253hlv2mal399dwb1.png/90px-%E5%8A%AB%E6%B3%A2%E8%8E%B2.png
香肠,https://patchwiki.biligame.com/images/ys/thumb/0/0e/8vazujm93fy13golv8jgc8kgukgunnc.png/90px-%E9%A6%99%E8%82%A0.png
辉木,https://patchwiki.biligame.com/images/ys/thumb/5/57/rnzmiso1mof2e2gjp6llo3fey3xv52k.png/90px-%E8%BE%89%E6%9C%A8.png
稻米,https://patchwiki.biligame.com/images/ys/thumb/d/d1/jniz8ry15a2wv5bnqaoslesp32unj12.png/90px-%E7%A8%BB%E7%B1%B3.png
「绝云椒椒」的种子,https://patchwiki.biligame.com/images/ys/thumb/8/8d/dzg5ifrydz2qj7bbbkjb7sa8n8p3brw.png/90px-%E3%80%8C%E7%BB%9D%E4%BA%91%E6%A4%92%E6%A4%92%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
琉璃袋,https://patchwiki.biligame.com/images/ys/thumb/4/44/8fyvd4mbs2l1avo508fht3t0qczuvoo.png/90px-%E7%90%89%E7%92%83%E8%A2%8B.png
却砂木,https://patchwiki.biligame.com/images/ys/thumb/3/3e/t0qycovpyopyepbu97oqfxvslr4nk86.png/90px-%E5%8D%B4%E7%A0%82%E6%9C%A8.png
寻宝鸦印,https://patchwiki.biligame.com/images/ys/thumb/7/7a/jd5m6k2rezdszhymw9lsdgellz6llni.png/90px-%E5%AF%BB%E5%AE%9D%E9%B8%A6%E5%8D%B0.png
藏银鸦印,https://patchwiki.biligame.com/images/ys/thumb/5/51/0m1cl8ly2ihgmzdgkszs90pxyjjerqm.png/90px-%E8%97%8F%E9%93%B6%E9%B8%A6%E5%8D%B0.png
绝云椒椒,https://patchwiki.biligame.com/images/ys/thumb/5/51/hu1n43dprups8bmdtm40pl9nhkycg2h.png/90px-%E7%BB%9D%E4%BA%91%E6%A4%92%E6%A4%92.png
牛奶,https://patchwiki.biligame.com/images/ys/thumb/3/3d/0dns5e427q4gv8vqwahgmk19od7t2ti.png/90px-%E7%89%9B%E5%A5%B6.png
黄油,https://patchwiki.biligame.com/images/ys/thumb/3/39/o5ya0uy7h8leapsr1npzl7ltnffkxam.png/90px-%E9%BB%84%E6%B2%B9.png
奶酪,https://patchwiki.biligame.com/images/ys/thumb/0/07/085y9g3zyue9c43cm1mxun6k5hs4awd.png/90px-%E5%A5%B6%E9%85%AA.png
奶油,https://patchwiki.biligame.com/images/ys/thumb/c/c6/bjqqoovevcv8t5hlt134n0yyiu6dpfm.png/90px-%E5%A5%B6%E6%B2%B9.png
鸟蛋,https://patchwiki.biligame.com/images/ys/thumb/9/96/jqn2g8gsh56x8p86urj1ohmlq0xhtpp.png/90px-%E9%B8%9F%E8%9B%8B.png
「马尾」的种子,https://patchwiki.biligame.com/images/ys/thumb/e/e2/3fy9obne6lobemez8usjkv1l8fyx6sw.png/90px-%E3%80%8C%E9%A9%AC%E5%B0%BE%E3%80%8D%E7%9A%84%E7%A7%8D%E5%AD%90.png
刺葵木,https://patchwiki.biligame.com/images/ys/thumb/2/2a/8qhhhe7dwcixuj7f0yt4corkzqrkubx.png/90px-%E5%88%BA%E8%91%B5%E6%9C%A8.png
霓裳花,https://patchwiki.biligame.com/images/ys/thumb/6/66/8mcibf8n98zvl09d10urt5o7qij9vat.png/90px-%E9%9C%93%E8%A3%B3%E8%8A%B1.png
布匹,https://patchwiki.biligame.com/images/ys/thumb/5/54/t8nt8y24ifrloiya08f4gkjsvm14b43.png/90px-%E5%B8%83%E5%8C%B9.png
红色染料,https://patchwiki.biligame.com/images/ys/thumb/7/71/o2z4bs9lo2xpjfkwt1d6n2ln9s1zfdr.png/90px-%E7%BA%A2%E8%89%B2%E6%9F%93%E6%96%99.png
枫木,https://patchwiki.biligame.com/images/ys/thumb/d/d3/q7x183bl7rsazo7s8kobxsx5hdbm3h3.png/90px-%E6%9E%AB%E6%9C%A8.png
